npy_filepath,label,original_size,new_size,original_file_path,split
"train/1031280-24374-23034-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(179, 240)","(179, 240)","1.training/1031280-24374-23034-[1, 1, 0].png",train
"train/1115849-36726-52666-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(218, 222)","(218, 222)","1.training/1115849-36726-52666-[1, 1, 0].png",train
"train/1138508-9522-20629-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(188, 297)","(188, 297)","1.training/1138508-9522-20629-[1, 1, 0].png",train
"train/439448-27040-49182-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(263, 249)","(263, 249)","1.training/439448-27040-49182-[1, 1, 0].png",train
"train/1138508-17310-12085-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(167, 277)","(167, 277)","1.training/1138508-17310-12085-[1, 1, 0].png",train
"train/1221636-26559-15972-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 223)","(154, 223)","1.training/1221636-26559-15972-[1, 1, 0].png",train
"train/1031280-24374-5718-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(238, 182)","(238, 182)","1.training/1031280-24374-5718-[1, 1, 0].png",train
"train/449636-23265-31383-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 154)","(262, 154)","1.training/449636-23265-31383-[1, 1, 0].png",train
"train/1200530-13674-5986-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 159)","(254, 159)","1.training/1200530-13674-5986-[1, 1, 0].png",train
"train/1206584-20203-37709-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(243, 271)","(243, 271)","1.training/1206584-20203-37709-[1, 1, 0].png",train
"train/1138508-14714-19561-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 229)","(206, 229)","1.training/1138508-14714-19561-[1, 1, 0].png",train
"train/1224965-19596-29306-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(210, 198)","(210, 198)","1.training/1224965-19596-29306-[1, 0, 0].png",train
"train/1122944-38979-52043-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(226, 178)","(226, 178)","1.training/1122944-38979-52043-[0, 0, 1].png",train
"train/1115849-46547-16189-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(291, 282)","(291, 282)","1.training/1115849-46547-16189-[1, 1, 0].png",train
"train/1009800-36279-30297-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(250, 171)","(250, 171)","1.training/1009800-36279-30297-[1, 1, 0].png",train
"train/1122944-33426-55447-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(237, 254)","(237, 254)","1.training/1122944-33426-55447-[0, 0, 1].png",train
"train/1021408-35878-26633-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(194, 247)","(194, 247)","1.training/1021408-35878-26633-[0, 0, 1].png",train
"train/1111462-11522-35029-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(171, 162)","(171, 162)","1.training/1111462-11522-35029-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-67145-34104-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(298, 190)","(298, 190)","1.training/TCGA-86-8279-01Z-00-DX1-67145-34104-[0, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-7286-12261-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(190, 300)","(190, 300)","1.training/TCGA-99-7458-01A-01-BS1-7286-12261-[1, 0, 0].png",train
"train/1111462-10687-17515-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 284)","(288, 284)","1.training/1111462-10687-17515-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-31229-14901-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 172)","(192, 172)","1.training/TCGA-99-7458-01A-01-BS1-31229-14901-[1, 1, 0].png",train
"train/1021408-34219-23705-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(176, 297)","(176, 297)","1.training/1021408-34219-23705-[0, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-25694-53176-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(188, 182)","(188, 182)","1.training/TCGA-97-8175-01Z-00-DX1-25694-53176-[0, 1, 0].png",train
"train/1222870-20303-12773-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(154, 186)","(154, 186)","1.training/1222870-20303-12773-[0, 0, 1].png",train
"train/1122944-39893-49723-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(256, 205)","(256, 205)","1.training/1122944-39893-49723-[0, 0, 1].png",train
"train/1009800-41770-52656-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(214, 252)","(214, 252)","1.training/1009800-41770-52656-[0, 0, 1].png",train
"train/1209158-26256-23506-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(218, 191)","(218, 191)","1.training/1209158-26256-23506-[1, 1, 0].png",train
"train/446242-18480-33338-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(239, 171)","(239, 171)","1.training/446242-18480-33338-[1, 1, 0].png",train
"train/446242-9163-24774-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(232, 242)","(232, 242)","1.training/446242-9163-24774-[1, 1, 0].png",train
"train/1121662-9266-13836-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(205, 263)","(205, 263)","1.training/1121662-9266-13836-[0, 0, 1].png",train
"train/1115189-45104-41674-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(179, 288)","(179, 288)","1.training/1115189-45104-41674-[1, 1, 0].png",train
"train/1222870-22276-5164-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(164, 162)","(164, 162)","1.training/1222870-22276-5164-[0, 0, 1].png",train
"train/1006595-19733-43530-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(158, 265)","(158, 265)","1.training/1006595-19733-43530-[1, 0, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-70880-19133-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(209, 291)","(209, 291)","1.training/TCGA-49-4512-01Z-00-DX1-70880-19133-[1, 0, 0].png",train
"train/436219-20173-49917-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 251)","(256, 251)","1.training/436219-20173-49917-[1, 1, 0].png",train
"train/1200164-11229-23323-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(158, 241)","(158, 241)","1.training/1200164-11229-23323-[1, 0, 0].png",train
"train/1122944-32510-56587-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(248, 164)","(248, 164)","1.training/1122944-32510-56587-[0, 0, 1].png",train
"train/1115189-18188-49402-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(223, 238)","(223, 238)","1.training/1115189-18188-49402-[0, 1, 0].png",train
"train/1222870-21723-12638-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(282, 240)","(282, 240)","1.training/1222870-21723-12638-[0, 0, 1].png",train
"train/1111462-9852-26272-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(244, 235)","(244, 235)","1.training/1111462-9852-26272-[1, 1, 0].png",train
"train/1121662-9266-14771-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(294, 211)","(294, 211)","1.training/1121662-9266-14771-[0, 0, 1].png",train
"train/1021305-49895-10467-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(241, 274)","(241, 274)","1.training/1021305-49895-10467-[0, 1, 0].png",train
"train/1115849-36726-49716-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(162, 160)","(162, 160)","1.training/1115849-36726-49716-[1, 1, 0].png",train
"train/1125346-14067-25401-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(274, 226)","(274, 226)","1.training/1125346-14067-25401-[1, 1, 0].png",train
"train/1218745-47072-28285-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(248, 272)","(248, 272)","1.training/1218745-47072-28285-[1, 1, 0].png",train
"train/1115849-38108-39486-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 196)","(224, 196)","1.training/1115849-38108-39486-[1, 1, 0].png",train
"train/1021305-6331-42172-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(237, 224)","(237, 224)","1.training/1021305-6331-42172-[0, 0, 1].png",train
"train/1222870-18261-5689-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(162, 269)","(162, 269)","1.training/1222870-18261-5689-[0, 0, 1].png",train
"train/1217322-50100-18806-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(173, 281)","(173, 281)","1.training/1217322-50100-18806-[1, 1, 0].png",train
"train/449636-25169-59320-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(249, 262)","(249, 262)","1.training/449636-25169-59320-[1, 1, 0].png",train
"train/1117906-25472-17145-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(185, 224)","(185, 224)","1.training/1117906-25472-17145-[0, 1, 0].png",train
"train/1114839-18974-38116-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(242, 191)","(242, 191)","1.training/1114839-18974-38116-[1, 1, 0].png",train
"train/1208368-22331-30285-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(266, 258)","(266, 258)","1.training/1208368-22331-30285-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-62692-45642-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(253, 270)","(253, 270)","1.training/TCGA-49-4512-01Z-00-DX1-62692-45642-[1, 1, 0].png",train
"train/449636-40927-37434-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(262, 179)","(262, 179)","1.training/449636-40927-37434-[0, 0, 1].png",train
"train/440930-39933-11568-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(197, 164)","(197, 164)","1.training/440930-39933-11568-[1, 0, 0].png",train
"train/1209559-16725-17635-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(201, 221)","(201, 221)","1.training/1209559-16725-17635-[1, 1, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-18456-38889-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(289, 260)","(289, 260)","1.training/TCGA-55-7570-01Z-00-DX1-18456-38889-[0, 1, 0].png",train
"train/1205260-14838-25230-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(237, 280)","(237, 280)","1.training/1205260-14838-25230-[1, 1, 0].png",train
"train/1121662-9620-13836-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(196, 288)","(196, 288)","1.training/1121662-9620-13836-[0, 0, 1].png",train
"train/1122944-32011-42060-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(185, 189)","(185, 189)","1.training/1122944-32011-42060-[1, 1, 0].png",train
"train/1223954-22583-24395-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(248, 166)","(248, 166)","1.training/1223954-22583-24395-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-57723-25865-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 268)","(154, 268)","1.training/TCGA-53-A4EZ-01Z-00-DX1-57723-25865-[1, 1, 0].png",train
"train/1209158-27001-45448-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(166, 200)","(166, 200)","1.training/1209158-27001-45448-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-76952-25907-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(289, 292)","(289, 292)","1.training/TCGA-53-A4EZ-01Z-00-DX1-76952-25907-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-76000-51934-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(155, 267)","(155, 267)","1.training/TCGA-55-1594-01Z-00-DX1-76000-51934-[1, 0, 0].png",train
"train/1006595-31115-22912-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(227, 230)","(227, 230)","1.training/1006595-31115-22912-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-53698-26919-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(180, 295)","(180, 295)","1.training/TCGA-49-4512-01Z-00-DX1-53698-26919-[0, 0, 1].png",train
"train/TCGA-49-4512-01Z-00-DX1-59672-36254-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(161, 278)","(161, 278)","1.training/TCGA-49-4512-01Z-00-DX1-59672-36254-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-89789-50532-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(173, 267)","(173, 267)","1.training/TCGA-55-1594-01Z-00-DX1-89789-50532-[1, 1, 0].png",train
"train/449636-29378-6858-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(222, 172)","(222, 172)","1.training/449636-29378-6858-[0, 0, 1].png",train
"train/1121662-21539-11968-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 292)","(186, 292)","1.training/1121662-21539-11968-[1, 1, 0].png",train
"train/440930-46317-21216-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(160, 219)","(160, 219)","1.training/440930-46317-21216-[1, 0, 0].png",train
"train/1009800-21033-59292-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(216, 240)","(216, 240)","1.training/1009800-21033-59292-[0, 1, 0].png",train
"train/1221636-28570-44821-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(150, 222)","(150, 222)","1.training/1221636-28570-44821-[0, 1, 0].png",train
"train/1122944-34322-48572-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(190, 165)","(190, 165)","1.training/1122944-34322-48572-[1, 0, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-33119-56988-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 194)","(207, 194)","1.training/TCGA-97-8175-01Z-00-DX1-33119-56988-[1, 1, 0].png",train
"train/1221636-36614-48215-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 222)","(280, 222)","1.training/1221636-36614-48215-[1, 1, 0].png",train
"train/1111462-12357-36002-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 247)","(264, 247)","1.training/1111462-12357-36002-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-76371-56117-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(196, 289)","(196, 289)","1.training/TCGA-49-4512-01Z-00-DX1-76371-56117-[0, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-70071-22868-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(246, 161)","(246, 161)","1.training/TCGA-49-4512-01Z-00-DX1-70071-22868-[1, 1, 0].png",train
"train/1013200-22819-35018-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(285, 270)","(285, 270)","1.training/1013200-22819-35018-[1, 1, 0].png",train
"train/1200530-9664-17030-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(297, 202)","(297, 202)","1.training/1200530-9664-17030-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-120236-54399-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(248, 268)","(248, 268)","1.training/TCGA-53-A4EZ-01Z-00-DX1-120236-54399-[1, 1, 0].png",train
"train/1222870-21865-13313-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(219, 296)","(219, 296)","1.training/1222870-21865-13313-[0, 0, 1].png",train
"train/1004470-16880-52603-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(296, 254)","(296, 254)","1.training/1004470-16880-52603-[1, 1, 0].png",train
"train/1022068-25697-23571-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(270, 164)","(270, 164)","1.training/1022068-25697-23571-[1, 1, 0].png",train
"train/1200164-19294-23323-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(270, 284)","(270, 284)","1.training/1200164-19294-23323-[1, 0, 0].png",train
"train/1009800-18492-49627-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(151, 286)","(151, 286)","1.training/1009800-18492-49627-[1, 0, 0].png",train
"train/1222870-21911-5514-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(157, 164)","(157, 164)","1.training/1222870-21911-5514-[0, 0, 1].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-18032-34889-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(273, 240)","(273, 240)","1.training/TCGA-53-A4EZ-01Z-00-DX1-18032-34889-[1, 0, 0].png",train
"train/1122944-44006-47403-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(211, 243)","(211, 243)","1.training/1122944-44006-47403-[0, 0, 1].png",train
"train/1125346-9042-6771-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(158, 235)","(158, 235)","1.training/1125346-9042-6771-[1, 0, 0].png",train
"train/1009800-33738-10967-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(238, 221)","(238, 221)","1.training/1009800-33738-10967-[1, 0, 0].png",train
"train/1005919-12892-48404-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 216)","(186, 216)","1.training/1005919-12892-48404-[1, 1, 0].png",train
"train/1224965-19596-46666-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(193, 293)","(193, 293)","1.training/1224965-19596-46666-[1, 0, 0].png",train
"train/446242-5170-41902-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(269, 274)","(269, 274)","1.training/446242-5170-41902-[1, 1, 0].png",train
"train/447079-16044-20050-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(246, 273)","(246, 273)","1.training/447079-16044-20050-[1, 1, 0].png",train
"train/1005919-19296-24952-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(200, 224)","(200, 224)","1.training/1005919-19296-24952-[1, 0, 0].png",train
"train/1218745-19033-33178-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(266, 192)","(266, 192)","1.training/1218745-19033-33178-[1, 1, 0].png",train
"train/1032888-8321-4462-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(286, 209)","(286, 209)","1.training/1032888-8321-4462-[1, 1, 0].png",train
"train/1125346-14067-5961-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(160, 268)","(160, 268)","1.training/1125346-14067-5961-[1, 1, 0].png",train
"train/1031280-3998-31692-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 233)","(156, 233)","1.training/1031280-3998-31692-[1, 1, 0].png",train
"train/1203706-36326-58817-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(231, 189)","(231, 189)","1.training/1203706-36326-58817-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-51811-53311-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(198, 258)","(198, 258)","1.training/TCGA-78-8662-01Z-00-DX1-51811-53311-[0, 1, 0].png",train
"train/1122793-15107-29858-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(267, 258)","(267, 258)","1.training/1122793-15107-29858-[1, 1, 0].png",train
"train/1122944-32011-48572-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(153, 223)","(153, 223)","1.training/1122944-32011-48572-[1, 0, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-78039-47538-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(290, 150)","(290, 150)","1.training/TCGA-86-8279-01Z-00-DX1-78039-47538-[0, 1, 0].png",train
"train/1200530-8060-8998-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(194, 194)","(194, 194)","1.training/1200530-8060-8998-[0, 1, 0].png",train
"train/1111462-9017-34056-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(199, 221)","(199, 221)","1.training/1111462-9017-34056-[1, 1, 0].png",train
"train/1021408-25924-13457-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(163, 154)","(163, 154)","1.training/1021408-25924-13457-[0, 1, 0].png",train
"train/1206584-29275-41251-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(231, 281)","(231, 281)","1.training/1206584-29275-41251-[1, 1, 0].png",train
"train/1222870-19356-4989-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(256, 279)","(256, 279)","1.training/1222870-19356-4989-[0, 0, 1].png",train
"train/1200164-9616-24589-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(256, 173)","(256, 173)","1.training/1200164-9616-24589-[1, 0, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-74204-51790-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(241, 266)","(241, 266)","1.training/TCGA-49-4512-01Z-00-DX1-74204-51790-[0, 1, 0].png",train
"train/1021305-6331-37909-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(245, 163)","(245, 163)","1.training/1021305-6331-37909-[0, 0, 1].png",train
"train/1115849-34026-52961-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(240, 242)","(240, 242)","1.training/1115849-34026-52961-[1, 1, 0].png",train
"train/1222870-20086-4989-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(212, 161)","(212, 161)","1.training/1222870-20086-4989-[0, 0, 1].png",train
"train/1115849-19839-11793-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(213, 240)","(213, 240)","1.training/1115849-19839-11793-[0, 1, 0].png",train
"train/444302-6526-41787-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(206, 248)","(206, 248)","1.training/444302-6526-41787-[0, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-36048-10544-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(152, 291)","(152, 291)","1.training/TCGA-55-6983-01Z-00-DX1-36048-10544-[0, 1, 0].png",train
"train/1200530-6456-8998-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(235, 292)","(235, 292)","1.training/1200530-6456-8998-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-81928-34428-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(191, 272)","(191, 272)","1.training/TCGA-55-1594-01Z-00-DX1-81928-34428-[1, 0, 0].png",train
"train/1023348-33334-28819-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(172, 185)","(172, 185)","1.training/1023348-33334-28819-[1, 1, 0].png",train
"train/1125346-15072-7581-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(175, 174)","(175, 174)","1.training/1125346-15072-7581-[1, 1, 0].png",train
"train/1121244-22419-20614-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 217)","(207, 217)","1.training/1121244-22419-20614-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-9995-23538-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(155, 218)","(155, 218)","1.training/TCGA-67-6217-01A-01-TS1-9995-23538-[0, 1, 0].png",train
"train/1222870-21911-5689-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(217, 225)","(217, 225)","1.training/1222870-21911-5689-[0, 0, 1].png",train
"train/1009800-41770-52192-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(255, 226)","(255, 226)","1.training/1009800-41770-52192-[0, 0, 1].png",train
"train/1224965-35412-49921-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(198, 187)","(198, 187)","1.training/1224965-35412-49921-[1, 0, 0].png",train
"train/1217322-36635-9704-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 160)","(264, 160)","1.training/1217322-36635-9704-[1, 1, 0].png",train
"train/1031280-10790-28806-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(171, 226)","(171, 226)","1.training/1031280-10790-28806-[1, 0, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-21992-13800-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(211, 175)","(211, 175)","1.training/TCGA-55-6983-01Z-00-DX1-21992-13800-[1, 1, 0].png",train
"train/1111462-14862-19461-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(291, 186)","(291, 186)","1.training/1111462-14862-19461-[1, 1, 0].png",train
"train/1115849-10127-11793-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(236, 157)","(236, 157)","1.training/1115849-10127-11793-[0, 1, 0].png",train
"train/1121662-9266-14023-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(169, 159)","(169, 159)","1.training/1121662-9266-14023-[0, 0, 1].png",train
"train/1006595-34909-35600-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(244, 172)","(244, 172)","1.training/1006595-34909-35600-[1, 0, 0].png",train
"train/447079-16824-26130-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(281, 236)","(281, 236)","1.training/447079-16824-26130-[1, 1, 0].png",train
"train/1222870-18626-5164-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(292, 220)","(292, 220)","1.training/1222870-18626-5164-[0, 0, 1].png",train
"train/1032888-28501-44638-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(201, 219)","(201, 219)","1.training/1032888-28501-44638-[0, 1, 0].png",train
"train/1200530-9664-4982-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(187, 188)","(187, 188)","1.training/1200530-9664-4982-[1, 0, 0].png",train
"train/440930-18653-15856-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 220)","(186, 220)","1.training/440930-18653-15856-[1, 1, 0].png",train
"train/1125346-19092-19731-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(176, 172)","(176, 172)","1.training/1125346-19092-19731-[1, 1, 0].png",train
"train/1223954-20513-57083-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(202, 192)","(202, 192)","1.training/1223954-20513-57083-[1, 1, 0].png",train
"train/1121662-20114-19928-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(234, 154)","(234, 154)","1.training/1121662-20114-19928-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-69238-34947-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(278, 207)","(278, 207)","1.training/TCGA-49-4512-01Z-00-DX1-69238-34947-[1, 1, 0].png",train
"train/1218745-19033-34809-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(202, 269)","(202, 269)","1.training/1218745-19033-34809-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-25160-14546-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(216, 274)","(216, 274)","1.training/TCGA-67-6217-01A-01-TS1-25160-14546-[0, 1, 0].png",train
"train/1222870-18261-4639-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(271, 259)","(271, 259)","1.training/1222870-18261-4639-[0, 0, 1].png",train
"train/1121244-36735-14430-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(267, 235)","(267, 235)","1.training/1121244-36735-14430-[1, 0, 0].png",train
"train/1004276-44959-37973-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 173)","(154, 173)","1.training/1004276-44959-37973-[1, 1, 0].png",train
"train/1208248-29247-20656-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 255)","(192, 255)","1.training/1208248-29247-20656-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-24248-21807-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(212, 279)","(212, 279)","1.training/TCGA-55-1594-01Z-00-DX1-24248-21807-[1, 1, 0].png",train
"train/444302-26491-51321-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(275, 205)","(275, 205)","1.training/444302-26491-51321-[1, 1, 0].png",train
